Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
trimmed_fastp | fastqc_results | Plasmid_Ko_P2_S62_L002_R1_filtered	(1, 38.96655802017255)	(2, 38.82691100148197)	(3, 38.98312101267424)	(4, 39.088203957967465)	(5, 39.24278753818196)	(6, 39.25414458618536)	(7, 39.231949338719424)	(8, 39.294914614680586)	(9, 39.266338282258474)	(10, 39.30618660637614)	(15, 39.34328222654382)	(20, 39.379840841697316)	(25, 39.29970975447505)	(30, 39.28753815256144)	(35, 39.27250135561093)	(40, 39.28926873705338)	(45, 39.20926135131949)	(50, 39.25886531145512)	(55, 39.20823447545238)	(60, 39.13531299873003)	(65, 39.14728823314219)	(70, 39.093807640148405)	(75, 39.10934470170061)	(80, 39.06956351187041)	(85, 39.03612470016058)	(90, 39.01640118694506)	(95, 38.976884386075945)	(100, 38.95367256375335)	(105, 38.89756277258787)	(110, 38.89014953952342)	(115, 38.80813472871124)	(120, 38.76683282718029)	(125, 38.786655516383114)	(130, 38.78317162601096)	(135, 38.73594877139389)	(140, 38.68041360836986)	(145, 38.69853528545245)	(150, 38.49144338000704)
trimmed_fastp | fastqc_results | Plasmid_Ko_P2_S62_L002_R2_filtered	(1, 38.8828014754025)	(2, 38.957902933700325)	(3, 39.17562982686054)	(4, 39.24093061128976)	(5, 39.20962299292535)	(6, 39.3285194670728)	(7, 39.361567261812574)	(8, 39.37909701261584)	(9, 39.399692336215814)	(10, 39.41864299397027)	(15, 39.43966843669825)	(20, 39.42496230902651)	(25, 39.41991803341206)	(30, 39.37770886636432)	(35, 39.3872757092894)	(40, 39.3645316764151)	(45, 39.33171188203418)	(50, 39.323876624946664)	(55, 39.28484051882005)	(60, 39.2704017867495)	(65, 39.22781104832312)	(70, 39.16656064378971)	(75, 39.123759758673046)	(80, 39.106549783073305)	(85, 39.08285258770293)	(90, 39.02172352160933)	(95, 39.01105196017534)	(100, 38.96936743934107)	(105, 38.92808858498542)	(110, 38.87908093188505)	(115, 38.85165118972479)	(120, 38.81380104951672)	(125, 38.78020732570273)	(130, 38.724559757545784)	(135, 38.69978151074745)	(140, 38.65067896531351)	(145, 38.6139862854251)	(150, 38.403851106260774)
trimmed_fastp | fastqc_results | Plasmid_Ko_P3_S63_L002_R1_filtered	(1, 39.016448377062865)	(2, 38.76304507013585)	(3, 38.96522972057844)	(4, 39.13429211313503)	(5, 39.263670905543336)	(6, 39.31154797314336)	(7, 39.266543793900034)	(8, 39.36995762406225)	(9, 39.3335855529264)	(10, 39.37380146999523)	(15, 39.403598761303456)	(20, 39.438493322244135)	(25, 39.36097453411736)	(30, 39.34817707442461)	(35, 39.330020805973206)	(40, 39.3453552349536)	(45, 39.266472381639915)	(50, 39.312949924573374)	(55, 39.26518819070438)	(60, 39.192986530483424)	(65, 39.20458031399479)	(70, 39.15193798631008)	(75, 39.168177806803634)	(80, 39.12960933796972)	(85, 39.09610497680808)	(90, 39.07934072490677)	(95, 39.03986264029053)	(100, 39.0188916567284)	(105, 38.96383894810903)	(110, 38.95710564401932)	(115, 38.87722788710478)	(120, 38.83607479773059)	(125, 38.853556183154815)	(130, 38.85082982722942)	(135, 38.802929205060636)	(140, 38.74707530635931)	(145, 38.76374157185019)	(150, 38.55634232577441)
trimmed_fastp | fastqc_results | Plasmid_Ko_P3_S63_L002_R2_filtered	(1, 39.022333946772996)	(2, 39.114060360095195)	(3, 39.30870880182144)	(4, 39.36543951404277)	(5, 39.33900511254034)	(6, 39.4361735756598)	(7, 39.45131510526167)	(8, 39.46255529942546)	(9, 39.48655870910507)	(10, 39.50299280955277)	(15, 39.51399722889204)	(20, 39.4939228943673)	(25, 39.49462267286453)	(30, 39.44675874186631)	(35, 39.45609595096535)	(40, 39.430455626216215)	(45, 39.39663107815558)	(50, 39.387698245241594)	(55, 39.34811504916685)	(60, 39.33238655011773)	(65, 39.28906830126376)	(70, 39.22908319612809)	(75, 39.18675786539935)	(80, 39.17035251603035)	(85, 39.146189474713665)	(90, 39.08746217648212)	(95, 39.07694310529696)	(100, 39.03649459827891)	(105, 38.9963016266473)	(110, 38.948145067849694)	(115, 38.921606620052685)	(120, 38.884459689349875)	(125, 38.85270767869674)	(130, 38.79784679419962)	(135, 38.77439547846685)	(140, 38.72562406668912)	(145, 38.69005037629588)	(150, 38.47855612909164)
trimmed_fastp | fastqc_results | Plasmid_Ko_P4_S64_L002_R1_filtered	(1, 38.97699492216291)	(2, 38.76223925105704)	(3, 38.9240954475718)	(4, 39.11649917786143)	(5, 39.202291667547996)	(6, 39.27483982884305)	(7, 39.19658934273689)	(8, 39.314846808549675)	(9, 39.290100464801384)	(10, 39.33232972713761)	(15, 39.366168567873025)	(20, 39.40425615003923)	(25, 39.32417967986417)	(30, 39.30983564390914)	(35, 39.29165920954152)	(40, 39.30787857840331)	(45, 39.22834046543134)	(50, 39.277139320061494)	(55, 39.227603363937725)	(60, 39.15512632826226)	(65, 39.166610421991365)	(70, 39.113555096284784)	(75, 39.1302563263309)	(80, 39.09031519845693)	(85, 39.05656653029139)	(90, 39.03816715907142)	(95, 38.99861728643818)	(100, 38.97686940175227)	(105, 38.92076550411805)	(110, 38.91357134011443)	(115, 38.83232330511122)	(120, 38.791330358543384)	(125, 38.8095017463348)	(130, 38.806254723001096)	(135, 38.75823056729214)	(140, 38.70228703782876)	(145, 38.718963375721316)	(150, 38.510503969702754)
trimmed_fastp | fastqc_results | Plasmid_Ko_P4_S64_L002_R2_filtered	(1, 38.92565236110231)	(2, 39.038548520919164)	(3, 39.24341638879847)	(4, 39.312004856642716)	(5, 39.289230321899595)	(6, 39.39780747410809)	(7, 39.42120146200225)	(8, 39.43218500880149)	(9, 39.448445052967486)	(10, 39.4595509423295)	(15, 39.469673465416385)	(20, 39.44974709327931)	(25, 39.44604373064313)	(30, 39.40041538971697)	(35, 39.40751041898387)	(40, 39.38316182469066)	(45, 39.35101217348123)	(50, 39.34236629202296)	(55, 39.30508717984296)	(60, 39.2915876104601)	(65, 39.24992799087852)	(70, 39.19082202293487)	(75, 39.14927050223074)	(80, 39.13395430134845)	(85, 39.111241883213715)	(90, 39.05298773361856)	(95, 39.043346015647884)	(100, 39.00331066930347)	(105, 38.96334784683753)	(110, 38.91539137240778)	(115, 38.88910462649391)	(120, 38.85195787093957)	(125, 38.81970990997145)	(130, 38.76460025259611)	(135, 38.7403626710129)	(140, 38.692316689766855)	(145, 38.65596935297855)	(150, 38.441777455794806)
trimmed_fastp | fastqc_results | RNP_Cas1_S65_L002_R1_filtered	(1, 38.96839481475675)	(2, 38.85488219657445)	(3, 39.02013506255208)	(4, 39.160492924825036)	(5, 39.22218528153241)	(6, 39.27732247839228)	(7, 39.237204692454476)	(8, 39.34100473577918)	(9, 39.30886470131515)	(10, 39.34110690274895)	(15, 39.372892172678476)	(20, 39.41067613516601)	(25, 39.3334226682515)	(30, 39.320052087185516)	(35, 39.303983965689866)	(40, 39.31987020815975)	(45, 39.24166179710352)	(50, 39.28824376227872)	(55, 39.239390434883)	(60, 39.16673891942502)	(65, 39.17828354717681)	(70, 39.12500664871816)	(75, 39.14112798501582)	(80, 39.10199495501448)	(85, 39.06851733028994)	(90, 39.05020616028721)	(95, 39.01079631837389)	(100, 38.988797092236446)	(105, 38.93290143593067)	(110, 38.92629306406699)	(115, 38.845276728421325)	(120, 38.80407686131978)	(125, 38.82249859283312)	(130, 38.81944602162098)	(135, 38.77179174956652)	(140, 38.71647279729514)	(145, 38.733770300395946)	(150, 38.528288626043164)
trimmed_fastp | fastqc_results | RNP_Cas1_S65_L002_R2_filtered	(1, 39.054813708766574)	(2, 39.14196877611832)	(3, 39.31728621168502)	(4, 39.37230395918507)	(5, 39.342815157586614)	(6, 39.4547253843944)	(7, 39.47039748309873)	(8, 39.47355324880535)	(9, 39.49419046971489)	(10, 39.511683903866654)	(15, 39.52098566995943)	(20, 39.49734304719597)	(25, 39.49683209554819)	(30, 39.45234510192647)	(35, 39.4629510627595)	(40, 39.43531981582607)	(45, 39.398450952362055)	(50, 39.388171662791926)	(55, 39.3462706381458)	(60, 39.331266869465125)	(65, 39.28685250467744)	(70, 39.226771080309526)	(75, 39.18465855796279)	(80, 39.16872589322646)	(85, 39.14448279391035)	(90, 39.08546811177788)	(95, 39.07516001993944)	(100, 39.034695645626186)	(105, 38.994888517243936)	(110, 38.94644976571626)	(115, 38.92060472810607)	(120, 38.8834551454058)	(125, 38.85236973717192)	(130, 38.797528558579245)	(135, 38.77447563075508)	(140, 38.72656550854361)	(145, 38.69177954266644)	(150, 38.485514482327304)
trimmed_fastp | fastqc_results | RNP_Cas2_S66_L002_R1_filtered	(1, 38.95088692913059)	(2, 38.84488269500628)	(3, 38.99234131686332)	(4, 39.13432570171844)	(5, 39.23512385757713)	(6, 39.295058079656144)	(7, 39.2655601992175)	(8, 39.33129302977225)	(9, 39.302116913252256)	(10, 39.34205336552496)	(15, 39.37347655284647)	(20, 39.410108118395115)	(25, 39.33116759308628)	(30, 39.31977647365998)	(35, 39.3026141397678)	(40, 39.31883514065219)	(45, 39.23940098767339)	(50, 39.28740665674407)	(55, 39.238484577097914)	(60, 39.16565983210885)	(65, 39.17767680045377)	(70, 39.124153723230904)	(75, 39.14083112721255)	(80, 39.10119217731371)	(85, 39.06845523449035)	(90, 39.05011913676063)	(95, 39.01096629502899)	(100, 38.98898157033409)	(105, 38.93332091055542)	(110, 38.926529819201214)	(115, 38.84576395018255)	(120, 38.80476735327784)	(125, 38.82372102692102)	(130, 38.82096072189272)	(135, 38.773495019172415)	(140, 38.71794647225055)	(145, 38.73601332158621)	(150, 38.53040820100384)
trimmed_fastp | fastqc_results | RNP_Cas2_S66_L002_R2_filtered	(1, 39.006144567430404)	(2, 39.06881450636209)	(3, 39.26829550361506)	(4, 39.32158241044231)	(5, 39.283089702043895)	(6, 39.39090947266838)	(7, 39.41389828022369)	(8, 39.42729144555315)	(9, 39.44168231881366)	(10, 39.45811198982458)	(15, 39.474865289890126)	(20, 39.45825417638234)	(25, 39.45280049222812)	(30, 39.40875079295368)	(35, 39.41954626009443)	(40, 39.39596464829104)	(45, 39.362345358434006)	(50, 39.35432426026313)	(55, 39.314197128383874)	(60, 39.2996708301976)	(65, 39.255549314629256)	(70, 39.195173760057514)	(75, 39.15185407710588)	(80, 39.134871261904586)	(85, 39.11041241596793)	(90, 39.05019381675729)	(95, 39.039235601253615)	(100, 38.99761559274621)	(105, 38.95729155577626)	(110, 38.90742720953354)	(115, 38.88139810398112)	(120, 38.842936288792416)	(125, 38.810650418053896)	(130, 38.75449579463495)	(135, 38.73129903560202)	(140, 38.68151361636705)	(145, 38.645670846442215)	(150, 38.43666800295454)
trimmed_fastp | fastqc_results | RNP_Cas3_S67_L002_R1_filtered	(1, 38.97797135406564)	(2, 38.71022157336254)	(3, 38.926352326537376)	(4, 39.13638082472963)	(5, 39.27116590877768)	(6, 39.30681967062604)	(7, 39.24442015252751)	(8, 39.334352611769916)	(9, 39.313812228326974)	(10, 39.355992615888276)	(15, 39.38859875101214)	(20, 39.426093262990335)	(25, 39.35041389848191)	(30, 39.33747727917864)	(35, 39.32140632028006)	(40, 39.3367331853561)	(45, 39.259094870224466)	(50, 39.30580807563424)	(55, 39.258572713718856)	(60, 39.18737101567498)	(65, 39.199865669087686)	(70, 39.147342431866505)	(75, 39.16459158725431)	(80, 39.12613339815737)	(85, 39.093642257469675)	(90, 39.0766652719653)	(95, 39.03803408575189)	(100, 39.01705510029299)	(105, 38.96298976044444)	(110, 38.95625152601791)	(115, 38.876919009391045)	(120, 38.83589517911189)	(125, 38.85441918919745)	(130, 38.85128094886512)	(135, 38.80414718161992)	(140, 38.74824306140813)	(145, 38.76554838949947)	(150, 38.559308933929074)
trimmed_fastp | fastqc_results | RNP_Cas3_S67_L002_R2_filtered	(1, 39.05527034884206)	(2, 39.13739647803355)	(3, 39.3103166667538)	(4, 39.36663281722671)	(5, 39.33923853457199)	(6, 39.44104929287176)	(7, 39.45954000967627)	(8, 39.465452143650374)	(9, 39.48480239112692)	(10, 39.499233941048836)	(15, 39.510541812440756)	(20, 39.492104938495544)	(25, 39.490922458401066)	(30, 39.44330217295554)	(35, 39.45350052808052)	(40, 39.43154830931732)	(45, 39.39866339204163)	(50, 39.39142655709516)	(55, 39.352242747263)	(60, 39.33832139831731)	(65, 39.295624316675536)	(70, 39.235793635512096)	(75, 39.19443578498821)	(80, 39.17851058045765)	(85, 39.15475785517088)	(90, 39.096462443951864)	(95, 39.0864383298137)	(100, 39.04652453503401)	(105, 39.00714841587216)	(110, 38.958319472764416)	(115, 38.93286263601621)	(120, 38.89552678889572)	(125, 38.865274708057065)	(130, 38.81035688096708)	(135, 38.787449591301524)	(140, 38.73921462046513)	(145, 38.70424471713431)	(150, 38.49221378000466)
trimmed_fastp | fastqc_results | RNP_Cas4_S68_L002_R1_filtered	(1, 38.93475140180062)	(2, 38.719624275230494)	(3, 38.88701188841369)	(4, 39.066744907124075)	(5, 39.19501647950507)	(6, 39.2839054397419)	(7, 39.22584109044389)	(8, 39.30895623491483)	(9, 39.27126751109147)	(10, 39.31305822788208)	(15, 39.35089367131259)	(20, 39.389524092119515)	(25, 39.31029053332138)	(30, 39.299160987651035)	(35, 39.282697105715656)	(40, 39.298637587267045)	(45, 39.21971798613954)	(50, 39.266925024816125)	(55, 39.217917875912555)	(60, 39.145017873437595)	(65, 39.15567537910187)	(70, 39.10214344795567)	(75, 39.1182357615025)	(80, 39.07786342882933)	(85, 39.04442174541568)	(90, 39.02500683948761)	(95, 38.98573000103256)	(100, 38.96250852107846)	(105, 38.90683331985868)	(110, 38.898687581613835)	(115, 38.81813073798194)	(120, 38.775993126620726)	(125, 38.794439425912365)	(130, 38.79116488671611)	(135, 38.74368092964295)	(140, 38.687416295663795)	(145, 38.70438658138154)	(150, 38.4974215936702)
trimmed_fastp | fastqc_results | RNP_Cas4_S68_L002_R2_filtered	(1, 38.88827993694938)	(2, 38.90686230487532)	(3, 39.12741338472137)	(4, 39.213834712987335)	(5, 39.21002805091902)	(6, 39.31597646756688)	(7, 39.339556242391076)	(8, 39.36048028906429)	(9, 39.361220023298586)	(10, 39.3865783833389)	(15, 39.39726990608077)	(20, 39.380754343717356)	(25, 39.400243317008794)	(30, 39.370287130644314)	(35, 39.38561854800025)	(40, 39.363584044006885)	(45, 39.33210337550859)	(50, 39.325066227573814)	(55, 39.2871080042348)	(60, 39.27397230753317)	(65, 39.23126180154826)	(70, 39.171571950906085)	(75, 39.12890518877557)	(80, 39.11257854068489)	(85, 39.088339898127614)	(90, 39.028683435008006)	(95, 39.01734362385871)	(100, 38.97555294039243)	(105, 38.93476091467554)	(110, 38.885291814549134)	(115, 38.85782273474629)	(120, 38.819607151361765)	(125, 38.786863821104575)	(130, 38.730446703856)	(135, 38.706160682993506)	(140, 38.657137667981985)	(145, 38.62071522131474)	(150, 38.408249071131046)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R1_paired	(1, 39.024014083350785)	(2, 38.75104912446786)	(3, 38.9350149568865)	(4, 39.13664083978342)	(5, 39.239003307013505)	(6, 39.30731792532671)	(7, 39.23614477448601)	(8, 39.332054271074696)	(9, 39.31601762360292)	(10, 39.35466328643193)	(15, 39.389064713119716)	(20, 39.42850440349289)	(25, 39.352269952529056)	(30, 39.3398588290147)	(35, 39.323738649429686)	(40, 39.33800615975962)	(45, 39.25773719706328)	(50, 39.30599020336096)	(55, 39.26396538446751)	(60, 39.19825741633197)	(65, 39.21834100662512)	(70, 39.17373979553672)	(75, 39.19950456480588)	(80, 39.170647235279304)	(85, 39.14715444388963)	(90, 39.13932598802072)	(95, 39.10955452648953)	(100, 39.09941369628475)	(105, 39.05373944299008)	(110, 39.05784090958838)	(115, 38.98887980861743)	(120, 38.96018287791988)	(125, 38.988301201867)	(130, 38.998046411616144)	(135, 38.962594352504006)	(140, 38.918687832395335)	(145, 38.95046984625543)	(150, 39.011516858572435)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R1_unpaired	(1, 35.79788113442423)	(2, 34.76203717981023)	(3, 35.00363975524357)	(4, 35.497085713641)	(5, 35.82136315941887)	(6, 36.10832615636882)	(7, 36.22322703904143)	(8, 36.378200581428146)	(9, 36.52684385307093)	(10, 36.63956013042644)	(15, 36.83781930597186)	(20, 36.90505616836595)	(25, 36.513394284252925)	(30, 36.29722065311004)	(35, 36.1763397104894)	(40, 36.05169625832559)	(45, 35.851163871724765)	(50, 35.84121764703187)	(55, 35.843049682930186)	(60, 35.83742002221544)	(65, 35.89044516051361)	(70, 35.890584287966256)	(75, 35.94687108146151)	(80, 35.94903022400747)	(85, 35.956243540835274)	(90, 35.97324778556603)	(95, 35.97413484239112)	(100, 35.993487086067724)	(105, 35.95661763067745)	(110, 35.99104931423508)	(115, 35.94350527790669)	(120, 35.94439573557423)	(125, 36.01379774430036)	(130, 36.045625383046115)	(135, 36.037762112235896)	(140, 36.024337379819436)	(145, 36.091459211821146)	(150, 36.85090073776215)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R2_paired	(1, 39.10835464844652)	(2, 39.1722078832228)	(3, 39.356271629602354)	(4, 39.40858632860679)	(5, 39.381250299321636)	(6, 39.491297294761864)	(7, 39.49715066278484)	(8, 39.50250018077794)	(9, 39.52622759031285)	(10, 39.53884944232611)	(15, 39.542393078330065)	(20, 39.52080435814578)	(25, 39.520434859023354)	(30, 39.46612573507043)	(35, 39.47398786893726)	(40, 39.44519217311698)	(45, 39.40846100237702)	(50, 39.4020423715029)	(55, 39.36603603370379)	(60, 39.36235792127236)	(65, 39.328443635452324)	(70, 39.28123025784096)	(75, 39.25005350406453)	(80, 39.2470171257224)	(85, 39.23523260472359)	(90, 39.18987095753029)	(95, 39.19232814082926)	(100, 39.164478596375275)	(105, 39.13794010260388)	(110, 39.103018386912254)	(115, 39.09261819589134)	(120, 39.06932620437218)	(125, 39.05284876810508)	(130, 39.01231021516299)	(135, 39.00517959048122)	(140, 38.971526730032146)	(145, 38.95718148810896)	(150, 39.041811947330714)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R2_unpaired	(1, 34.13288230392226)	(2, 33.7592293894154)	(3, 34.11783731868194)	(4, 34.32532026383808)	(5, 34.48456377734778)	(6, 34.74956568410051)	(7, 34.768268809762574)	(8, 34.8137399189277)	(9, 34.875710795045265)	(10, 34.96061072583721)	(15, 34.96735695823505)	(20, 34.90370587986045)	(25, 34.796702306464596)	(30, 34.579455092442196)	(35, 34.35299501419472)	(40, 34.10396519823166)	(45, 33.889748449880656)	(50, 33.81828510261746)	(55, 33.90237092284436)	(60, 33.98624813213991)	(65, 34.05315278509908)	(70, 34.08931073703947)	(75, 34.11615225104207)	(80, 34.15365460733745)	(85, 34.1832902037405)	(90, 34.219294537135184)	(95, 34.23856538610018)	(100, 34.234834708336585)	(105, 34.246518174001096)	(110, 34.2756337941915)	(115, 34.26660053979384)	(120, 34.28915724467762)	(125, 34.28187999573767)	(130, 34.26923502005547)	(135, 34.31621983020593)	(140, 34.309849437977554)	(145, 34.324130196903695)	(150, 35.4425735870356)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R1_paired	(1, 39.056536682039905)	(2, 38.83541477967985)	(3, 39.04180609464994)	(4, 39.17118283438924)	(5, 39.32019592527943)	(6, 39.37655460132098)	(7, 39.26555956318067)	(8, 39.386656398094715)	(9, 39.3529647764542)	(10, 39.39257792097943)	(15, 39.42218742510032)	(20, 39.457359368359384)	(25, 39.38310978049905)	(30, 39.37374621120445)	(35, 39.35555067414596)	(40, 39.3705823088852)	(45, 39.29163670732155)	(50, 39.339378281624604)	(55, 39.29737779370005)	(60, 39.23145423078862)	(65, 39.25101533628107)	(70, 39.20669099455969)	(75, 39.231932195323154)	(80, 39.203016844075975)	(85, 39.17952831832198)	(90, 39.17150823181619)	(95, 39.14222750083867)	(100, 39.131429775731554)	(105, 39.086161576856306)	(110, 39.09015876778598)	(115, 39.02133649143997)	(120, 38.99297199097672)	(125, 39.020396304980146)	(130, 39.02983690714624)	(135, 38.99392459115101)	(140, 38.950253237136145)	(145, 38.98173433104956)	(150, 39.03734260078902)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R1_unpaired	(1, 36.07241925479361)	(2, 35.29041221829561)	(3, 35.5996205515992)	(4, 35.93351729966359)	(5, 36.34766709898278)	(6, 36.58506575035636)	(7, 36.54395312998535)	(8, 36.77294552888298)	(9, 36.83081141000485)	(10, 36.90860960998044)	(15, 37.06219884495222)	(20, 37.11343922579964)	(25, 36.73605466455291)	(30, 36.53840487486982)	(35, 36.41711557829835)	(40, 36.29453632847269)	(45, 36.098770504382294)	(50, 36.08961149863626)	(55, 36.08045649264992)	(60, 36.06170802426457)	(65, 36.10927465017985)	(70, 36.09982238318436)	(75, 36.15617194276101)	(80, 36.15733166672508)	(85, 36.161885611512965)	(90, 36.16667918513413)	(95, 36.162053027997814)	(100, 36.180414731788844)	(105, 36.14466134848618)	(110, 36.166624689534885)	(115, 36.120585030654986)	(120, 36.11341791472588)	(125, 36.170535896862546)	(130, 36.19933475795185)	(135, 36.19444660257242)	(140, 36.177977539929316)	(145, 36.2337526547071)	(150, 36.95876389526574)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R2_paired	(1, 39.0951981124732)	(2, 39.1530414464413)	(3, 39.349458729438595)	(4, 39.40053697867955)	(5, 39.36076822686066)	(6, 39.461056082821486)	(7, 39.47750204257083)	(8, 39.49112290480403)	(9, 39.5072617451036)	(10, 39.51759666008134)	(15, 39.52439979737875)	(20, 39.50467641384505)	(25, 39.49566910406419)	(30, 39.44736572700845)	(35, 39.45220324429458)	(40, 39.425168747116075)	(45, 39.38668509896381)	(50, 39.379017645772706)	(55, 39.34552171322807)	(60, 39.33888658385494)	(65, 39.303862728692536)	(70, 39.25376692625069)	(75, 39.22103828379524)	(80, 39.216349959884454)	(85, 39.20299065471278)	(90, 39.15593033294216)	(95, 39.156532010047066)	(100, 39.12765002364895)	(105, 39.09958836336823)	(110, 39.064244340935296)	(115, 39.052520698747784)	(120, 39.02799954931406)	(125, 39.01071145522687)	(130, 38.96939977886561)	(135, 38.961255428736294)	(140, 38.92704588515401)	(145, 38.91201102244586)	(150, 39.00782929031642)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R2_unpaired	(1, 34.483941840822276)	(2, 33.91088941326404)	(3, 34.2628911656063)	(4, 34.42344952557325)	(5, 34.474479856361036)	(6, 34.739923202272735)	(7, 34.81273501465264)	(8, 34.84801085921191)	(9, 34.912638436698295)	(10, 34.98827656474539)	(15, 35.001610296338335)	(20, 34.95686649342373)	(25, 34.80833955613967)	(30, 34.546948501714176)	(35, 34.29448642764452)	(40, 34.041675212654035)	(45, 33.79345393961721)	(50, 33.70281690019146)	(55, 33.79239098850375)	(60, 33.882879629614884)	(65, 33.93774868608901)	(70, 33.99207198064203)	(75, 34.02658723419928)	(80, 34.06371971542011)	(85, 34.080418320779)	(90, 34.09774484489238)	(95, 34.12011529441224)	(100, 34.127181133464916)	(105, 34.118401613857465)	(110, 34.155892211800555)	(115, 34.16089411324924)	(120, 34.16727745957852)	(125, 34.17735234843903)	(130, 34.1602440650383)	(135, 34.20129634532835)	(140, 34.18499525141792)	(145, 34.22586971506318)	(150, 35.35612324609731)
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R1_paired	(1, 39.01412600348239)	(2, 38.74076399445222)	(3, 38.9593815442308)	(4, 39.148606405091904)	(5, 39.290179076174)	(6, 39.35680415766629)	(7, 39.27647724470248)	(8, 39.426619930953365)	(9, 39.365621009221194)	(10, 39.400408138594905)	(15, 39.43044334875855)	(20, 39.464972922096116)	(25, 39.39170707315898)	(30, 39.37956186965694)	(35, 39.36307141164846)	(40, 39.37782494373517)	(45, 39.29824271433886)	(50, 39.34610670019008)	(55, 39.30443017009266)	(60, 39.240004185345846)	(65, 39.2593303044864)	(70, 39.215708289479494)	(75, 39.241420238141714)	(80, 39.21288104239502)	(85, 39.19042157365472)	(90, 39.18251313435874)	(95, 39.15412364774163)	(100, 39.143253428530194)	(105, 39.099906341800256)	(110, 39.1033271446003)	(115, 39.03646598022296)	(120, 39.007133119854394)	(125, 39.03615566042207)	(130, 39.04527437453742)	(135, 39.01048497483923)	(140, 38.966817235313925)	(145, 38.99920161750461)	(150, 39.05389439901354)
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R1_unpaired	(1, 35.99609545963103)	(2, 35.13661663395267)	(3, 35.415395492279785)	(4, 35.83660434173615)	(5, 36.15757603753745)	(6, 36.40501522434078)	(7, 36.435928974476816)	(8, 36.71487538276161)	(9, 36.74046276671957)	(10, 36.80855162456909)	(15, 36.97179977623468)	(20, 37.022591684667844)	(25, 36.64465973657076)	(30, 36.432285310957845)	(35, 36.3092908017422)	(40, 36.18771639585948)	(45, 35.98940551865716)	(50, 35.9726646910995)	(55, 35.96268569687332)	(60, 35.94917545265503)	(65, 35.99229875603693)	(70, 35.99323592013756)	(75, 36.04590881644775)	(80, 36.0481120288679)	(85, 36.05703692685715)	(90, 36.06428436917458)	(95, 36.069102020774054)	(100, 36.076772679186305)	(105, 36.04854437768524)	(110, 36.07049351694765)	(115, 36.0402169691845)	(120, 36.029203644276194)	(125, 36.09467820676382)	(130, 36.1268659867864)	(135, 36.12559829068094)	(140, 36.11568983547808)	(145, 36.17192471893198)	(150, 36.91170735341303)
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R2_paired	(1, 39.11969202783198)	(2, 39.16633460208653)	(3, 39.37230577684575)	(4, 39.41574094065939)	(5, 39.39268298634938)	(6, 39.49521140481555)	(7, 39.50262971616927)	(8, 39.51800813937064)	(9, 39.53418440319201)	(10, 39.54571324378581)	(15, 39.55093452464259)	(20, 39.53079233453712)	(25, 39.52515898794091)	(30, 39.47578761711537)	(35, 39.483901210821074)	(40, 39.4552152640835)	(45, 39.4172297243791)	(50, 39.409549289176674)	(55, 39.37725967027482)	(60, 39.37038705770259)	(65, 39.33700211861386)	(70, 39.28679065799385)	(75, 39.25637897273826)	(80, 39.25244863891668)	(85, 39.240566595230476)	(90, 39.19471462674818)	(95, 39.196862651808644)	(100, 39.16941492458665)	(105, 39.14215080070731)	(110, 39.10847187821688)	(115, 39.09751327278854)	(120, 39.07478796548268)	(125, 39.05819386378592)	(130, 39.01849488858022)	(135, 39.0109063649076)	(140, 38.97821932288712)	(145, 38.9637754794245)	(150, 39.051151901976226)
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R2_unpaired	(1, 34.452981520289576)	(2, 33.93343493998857)	(3, 34.31787007048962)	(4, 34.45895091128469)	(5, 34.60230520099066)	(6, 34.8133644503715)	(7, 34.88879469105226)	(8, 34.93629262716708)	(9, 35.01507271226265)	(10, 35.075159712961195)	(15, 35.05498825173049)	(20, 35.01441861941957)	(25, 34.86356131326602)	(30, 34.6507449037912)	(35, 34.412129929510385)	(40, 34.15804216676192)	(45, 33.94155775703309)	(50, 33.837795890275466)	(55, 33.920792123946896)	(60, 33.998632538683076)	(65, 34.06567821344278)	(70, 34.1058874331442)	(75, 34.1198475073498)	(80, 34.156293046278314)	(85, 34.1587165517088)	(90, 34.181893352978705)	(95, 34.22644464257458)	(100, 34.24531724474499)	(105, 34.22795392221802)	(110, 34.25174924591105)	(115, 34.28100910748846)	(120, 34.28180245388843)	(125, 34.27412629835301)	(130, 34.2506959974933)	(135, 34.288086393879176)	(140, 34.29215616398695)	(145, 34.320471806066415)	(150, 35.44784815852991)
