Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
trimmed_fastp | fastqc_results | Plasmid_Ko_P1_S61_L002_R1_filtered	(1, 0.0017425499458277427)	(2, 0.006908916212795974)	(3, 0.02035904721529794)	(4, 0.04387903648873783)	(5, 0.0)	(6, 4.031813849670853e-06)	(7, 0.1935399665885199)	(8, 0.0)	(9, 0.16075648181407626)	(10, 0.08699702779521179)	(15, 0.1193042747177323)	(20, 0.047725870718985784)	(25, 0.13974573220811753)	(30, 0.1212935716711599)	(35, 0.1290498138826027)	(40, 0.04284737596088405)	(45, 0.18139936872439102)	(50, 0.011608783021848623)	(55, 0.05041470198679043)	(60, 0.16013161412867793)	(65, 0.060831175614947275)	(70, 0.10917916704652182)	(75, 0.0020624760349620716)	(80, 0.02600812389238926)	(85, 0.036583109008849174)	(90, 0.0003473973624398671)	(95, 0.02760797773992927)	(100, 0.009420037052296878)	(105, 0.050933237941087894)	(110, 0.017334483495655244)	(115, 0.12452350946681112)	(120, 0.1758182062492434)	(125, 0.06964106807664264)	(130, 0.009993998462786974)	(135, 0.06837534775483764)	(140, 0.13669772486465684)	(145, 0.024837736667727768)	(150, 0.08540228945303327)
trimmed_fastp | fastqc_results | Plasmid_Ko_P1_S61_L002_R2_filtered	(1, 0.05817826748798048)	(2, 0.02689542382838433)	(3, 0.0)	(4, 0.0006079975285303646)	(5, 0.17020302166385506)	(6, 0.004660776810219506)	(7, 3.870541295684019e-05)	(8, 0.0006878274427538475)	(9, 0.0018562470963884607)	(10, 0.0009065130259599946)	(15, 0.0022095952621736144)	(20, 0.03516096476531755)	(25, 0.01841668057508051)	(30, 0.09311990157987593)	(35, 0.001161001116151219)	(40, 0.015636986834563438)	(45, 0.04355342720223841)	(50, 0.0019072482575686368)	(55, 0.029076411362225083)	(60, 0.0011010864849452767)	(65, 0.026316950508621623)	(70, 0.10082149670392306)	(75, 0.10856026364479468)	(80, 0.05041207680588535)	(85, 0.02762143736674969)	(90, 0.06818468824538768)	(95, 0.0013432450424786437)	(100, 0.0022702797315964827)	(105, 0.011873176147251783)	(110, 0.05320704496198978)	(115, 0.02618401268472256)	(120, 0.027902652377948575)	(125, 0.008651774575294832)	(130, 0.05150978154015054)	(135, 0.018377454882693264)	(140, 0.05073915925246181)	(145, 0.027641431604637126)	(150, 0.00023316066210160374)
trimmed_fastp | fastqc_results | Plasmid_Ko_P2_S62_L002_R1_filtered	(1, 0.0017761234813960497)	(2, 0.006449573910834943)	(3, 0.020287821504277454)	(4, 0.0439882499183269)	(5, 0.0)	(6, 8.16608497193586e-07)	(7, 0.1957239079988615)	(8, 0.0)	(9, 0.16580418927018573)	(10, 0.08990745228911776)	(15, 0.11941968337769396)	(20, 0.04933736221834377)	(25, 0.14562971302531874)	(30, 0.12645117250362903)	(35, 0.13352479862801933)	(40, 0.04425626082710584)	(45, 0.18637896700037698)	(50, 0.011835989115502689)	(55, 0.0517989121083154)	(60, 0.16512565297357507)	(65, 0.06055266553433626)	(70, 0.1087433066211932)	(75, 0.0019658243320958483)	(80, 0.026808854004875232)	(85, 0.03739554284218226)	(90, 0.00032461148672761897)	(95, 0.02871802876267474)	(100, 0.009256076468755666)	(105, 0.05231994075382706)	(110, 0.01792484016695987)	(115, 0.12825775832373362)	(120, 0.17815469879810192)	(125, 0.07078021184493091)	(130, 0.010480351973225877)	(135, 0.06861112310888201)	(140, 0.13741020212278793)	(145, 0.02610318116516958)	(150, 0.08812930373830927)
trimmed_fastp | fastqc_results | Plasmid_Ko_P2_S62_L002_R2_filtered	(1, 0.058103327792318034)	(2, 0.02707220489896176)	(3, 1.633216994387172e-06)	(4, 0.0005185463957179271)	(5, 0.17602241139556904)	(6, 0.004613838009143761)	(7, 3.348094838493703e-05)	(8, 0.0007226985200163236)	(9, 0.0017622411369437587)	(10, 0.000906762075283758)	(15, 0.0021499668514112736)	(20, 0.03358580091597669)	(25, 0.01880339057807895)	(30, 0.09562501834306837)	(35, 0.0011205501798490388)	(40, 0.01599099091374424)	(45, 0.04263790610736758)	(50, 0.0018231875729823235)	(55, 0.028573205523044026)	(60, 0.0010769943752832922)	(65, 0.027332557490808315)	(70, 0.10225199966676615)	(75, 0.11299034065233762)	(80, 0.05262549783070998)	(85, 0.028387514606782904)	(90, 0.070152715150729)	(95, 0.0013305626405316654)	(100, 0.002217408406368437)	(105, 0.012107709120960644)	(110, 0.05374315030533265)	(115, 0.026234204857065412)	(120, 0.026036737840710415)	(125, 0.00907943751659679)	(130, 0.05045073902275065)	(135, 0.018079346727072784)	(140, 0.05166486171115798)	(145, 0.027525649540110116)	(150, 0.00021955485994999926)
trimmed_fastp | fastqc_results | Plasmid_Ko_P3_S63_L002_R1_filtered	(1, 0.00186050178335024)	(2, 0.007028866296215833)	(3, 0.020788371396904592)	(4, 0.044228869845761395)	(5, 0.0)	(6, 1.8240213562257256e-06)	(7, 0.19503804356782625)	(8, 0.0)	(9, 0.16243639785732575)	(10, 0.08966925467632791)	(15, 0.11981430842426362)	(20, 0.04877396626120466)	(25, 0.14323656665955817)	(30, 0.1242966585050527)	(35, 0.13188531695549421)	(40, 0.043466976125265906)	(45, 0.18473524133932087)	(50, 0.0118678262733534)	(55, 0.051455488886214415)	(60, 0.1622480633275672)	(65, 0.060674463673289776)	(70, 0.1090653174796752)	(75, 0.0020752894167078186)	(80, 0.026485189884752583)	(85, 0.03685057381852109)	(90, 0.0003499319176524032)	(95, 0.02820720370116752)	(100, 0.009204490862734872)	(105, 0.05134351925968673)	(110, 0.017816778022202263)	(115, 0.126395050177725)	(120, 0.17739766454031)	(125, 0.07034693801362915)	(130, 0.0102864715222457)	(135, 0.06831445129847896)	(140, 0.13599803844990563)	(145, 0.025611291439924008)	(150, 0.08554522289576888)
trimmed_fastp | fastqc_results | Plasmid_Ko_P3_S63_L002_R2_filtered	(1, 0.05861948633570425)	(2, 0.027039292584690153)	(3, 0.0)	(4, 0.0005855108553484579)	(5, 0.17263358924930566)	(6, 0.004665846629225406)	(7, 4.7424555261868865e-05)	(8, 0.0007642649482585789)	(9, 0.001874181943521933)	(10, 0.0009202187742158785)	(15, 0.002177151890791026)	(20, 0.03406797647877036)	(25, 0.018282895661992937)	(30, 0.09431120662578676)	(35, 0.0011644552338145031)	(40, 0.01626315681424419)	(45, 0.04303523027024728)	(50, 0.0019546859860447388)	(55, 0.028464578572619352)	(60, 0.0011286932152239156)	(65, 0.02700026019079994)	(70, 0.10114096090502198)	(75, 0.11098230670334865)	(80, 0.051916213881301264)	(85, 0.0283867156133795)	(90, 0.06903459004595208)	(95, 0.0013399055640199414)	(100, 0.002279430935200991)	(105, 0.012146747492847838)	(110, 0.05279058380385138)	(115, 0.026008969504393707)	(120, 0.026603393850499944)	(125, 0.009018024891073175)	(130, 0.05112618118986065)	(135, 0.01794870623775826)	(140, 0.050863110940974676)	(145, 0.02719742617491581)	(150, 0.0002220015499123592)
trimmed_fastp | fastqc_results | Plasmid_Ko_P4_S64_L002_R1_filtered	(1, 0.0017625183304210035)	(2, 0.006806302963246509)	(3, 0.020382050141384715)	(4, 0.04415175433610714)	(5, 0.0)	(6, 2.5130964787371726e-06)	(7, 0.19321858506888126)	(8, 0.0)	(9, 0.16273388708297312)	(10, 0.08901555267452314)	(15, 0.11923671060969437)	(20, 0.04874133866534221)	(25, 0.14316490742234247)	(30, 0.12416539542379372)	(35, 0.1314847051482331)	(40, 0.043746308104204205)	(45, 0.1845296377635301)	(50, 0.011951310928634135)	(55, 0.05127143582490478)	(60, 0.16294933351474802)	(65, 0.06067639364993281)	(70, 0.10846529560170941)	(75, 0.0019782722748516663)	(80, 0.026459461138218867)	(85, 0.03696070972084901)	(90, 0.00032323561240362765)	(95, 0.027985268806518623)	(100, 0.009223703120217707)	(105, 0.05153413398719984)	(110, 0.01761640326771505)	(115, 0.12616123270669766)	(120, 0.17679706610955676)	(125, 0.07003829554415915)	(130, 0.010406368064908496)	(135, 0.06812577637482138)	(140, 0.1361833168069374)	(145, 0.02586630632871306)	(150, 0.08626128258414636)
trimmed_fastp | fastqc_results | Plasmid_Ko_P4_S64_L002_R2_filtered	(1, 0.05799472743981773)	(2, 0.02721599716589733)	(3, 0.0)	(4, 0.0005637713100633724)	(5, 0.1727075293082547)	(6, 0.004702841210543495)	(7, 4.8586531922252e-05)	(8, 0.000686075338695248)	(9, 0.0016862877372326424)	(10, 0.0008886309148814642)	(15, 0.00216293836936646)	(20, 0.034015263459003374)	(25, 0.01818845199497766)	(30, 0.09429456313775844)	(35, 0.001128882938248738)	(40, 0.01622756658250167)	(45, 0.04272565585430642)	(50, 0.0018491572772338022)	(55, 0.028508623290377382)	(60, 0.0010831670061743923)	(65, 0.026804433257829843)	(70, 0.10062638866382315)	(75, 0.11141198147739523)	(80, 0.05201874677644979)	(85, 0.02818431969144402)	(90, 0.0692128407433263)	(95, 0.0013298827635806372)	(100, 0.0022394235112594926)	(105, 0.011993052126242623)	(110, 0.05278991969942837)	(115, 0.025984974460396038)	(120, 0.026489187938040795)	(125, 0.009004372484660413)	(130, 0.0510963916699516)	(135, 0.01786624497286945)	(140, 0.05089877848564931)	(145, 0.027160724252326043)	(150, 0.00021085443577652062)
trimmed_fastp | fastqc_results | RNP_Cas1_S65_L002_R1_filtered	(1, 0.0017969065035212469)	(2, 0.006669731889677257)	(3, 0.02011957706853379)	(4, 0.04387917331134348)	(5, 0.0)	(6, 1.2835046453723191e-06)	(7, 0.19395359572382456)	(8, 0.0)	(9, 0.16267394576377847)	(10, 0.08813004956798677)	(15, 0.11958669481862971)	(20, 0.048321767940370686)	(25, 0.1421335075220271)	(30, 0.12321131193716114)	(35, 0.13128083399308146)	(40, 0.043587047654056736)	(45, 0.18334376127378338)	(50, 0.011676983005855133)	(55, 0.05088902578112165)	(60, 0.16201119940197742)	(65, 0.06051226820711698)	(70, 0.10866299771058059)	(75, 0.0019756828953905485)	(80, 0.02646800988664204)	(85, 0.03686795888019733)	(90, 0.00031675626754596115)	(95, 0.0280470713009614)	(100, 0.009331885429373878)	(105, 0.051485137790986)	(110, 0.017627482656325584)	(115, 0.12610076799641462)	(120, 0.17677347263750756)	(125, 0.0700393495431321)	(130, 0.010189276644029969)	(135, 0.06839518770704894)	(140, 0.13619523423785868)	(145, 0.02534523238194599)	(150, 0.08664513334916883)
trimmed_fastp | fastqc_results | RNP_Cas1_S65_L002_R2_filtered	(1, 0.05824544080699584)	(2, 0.027383571609018432)	(3, 6.417523226861596e-07)	(4, 0.0005602497777050173)	(5, 0.17279630514950725)	(6, 0.004716879571743274)	(7, 5.198193813757892e-05)	(8, 0.0006898837468876216)	(9, 0.0017474915746744125)	(10, 0.0009066676814910063)	(15, 0.0021752836729770067)	(20, 0.03439163532321583)	(25, 0.018460647314390066)	(30, 0.09418421262974347)	(35, 0.0011160072891512316)	(40, 0.015953706041048853)	(45, 0.042963777798263936)	(50, 0.0019108246062565933)	(55, 0.028640964306753395)	(60, 0.0010907958815616324)	(65, 0.02669186410979325)	(70, 0.10128708498545264)	(75, 0.10984108618862216)	(80, 0.05134874023410631)	(85, 0.027944247512268646)	(90, 0.06893612457917087)	(95, 0.001315303146298883)	(100, 0.002231059121845078)	(105, 0.011931455749954134)	(110, 0.05340887189972667)	(115, 0.0261514531374334)	(120, 0.026971348941584046)	(125, 0.008724685787074063)	(130, 0.05093011219267623)	(135, 0.018193252317699474)	(140, 0.0510266285838956)	(145, 0.027586612335108764)	(150, 0.00022436641437355057)
trimmed_fastp | fastqc_results | RNP_Cas2_S66_L002_R1_filtered	(1, 0.0017994227879531035)	(2, 0.006569221421288001)	(3, 0.020193522398140384)	(4, 0.04419211792558486)	(5, 0.0)	(6, 3.495382260981165e-06)	(7, 0.19514579347767402)	(8, 0.0)	(9, 0.16379011736731638)	(10, 0.08948122661995606)	(15, 0.12003590093138725)	(20, 0.04891661640481744)	(25, 0.14428826121097896)	(30, 0.12490077396222084)	(35, 0.13277461185859746)	(40, 0.04404251556481487)	(45, 0.18572210308677836)	(50, 0.011873320496428854)	(55, 0.05149046328930669)	(60, 0.16391045777690977)	(65, 0.060934667377231494)	(70, 0.1090748721397621)	(75, 0.0020114030841220784)	(80, 0.026702646373098143)	(85, 0.037182428564922806)	(90, 0.00032564911742357413)	(95, 0.02838317118876795)	(100, 0.009254591152663099)	(105, 0.05200601994140372)	(110, 0.017832285969439688)	(115, 0.12716442565105202)	(120, 0.17815628222281976)	(125, 0.07046158956279468)	(130, 0.010374102515267724)	(135, 0.06865328910312385)	(140, 0.13712406483582473)	(145, 0.025778732770416625)	(150, 0.08717603846537707)
trimmed_fastp | fastqc_results | RNP_Cas2_S66_L002_R2_filtered	(1, 0.058314161336400966)	(2, 0.02763589030822148)	(3, 1.3981529043924658e-06)	(4, 0.0005774371495140884)	(5, 0.1744069914468206)	(6, 0.004637673183869809)	(7, 4.7537198749343835e-05)	(8, 0.000689988458317682)	(9, 0.0017204271488549293)	(10, 0.0008974743493295237)	(15, 0.0021604258678672382)	(20, 0.03397581465318912)	(25, 0.01849211012878519)	(30, 0.09491109323945462)	(35, 0.0011432696299217193)	(40, 0.016265551628540192)	(45, 0.04294971925474172)	(50, 0.001887861407162253)	(55, 0.028649635883643)	(60, 0.001075387844376587)	(65, 0.0271119457366176)	(70, 0.10174348074496294)	(75, 0.11164482169445354)	(80, 0.052311670853530064)	(85, 0.028295162152268884)	(90, 0.06962992195009211)	(95, 0.0013524854612128466)	(100, 0.0022184003829400605)	(105, 0.012092743470604727)	(110, 0.0535572524069048)	(115, 0.026176864032576002)	(120, 0.02648433064195673)	(125, 0.009097938226688107)	(130, 0.050974919205294754)	(135, 0.018200115659027218)	(140, 0.05122834309364533)	(145, 0.02751611567599567)	(150, 0.0002224794770375483)
trimmed_fastp | fastqc_results | RNP_Cas3_S67_L002_R1_filtered	(1, 0.0017957448071874158)	(2, 0.007011172889445024)	(3, 0.02052773894998611)	(4, 0.044024949183597256)	(5, 0.0)	(6, 2.8350881073372524e-06)	(7, 0.19568855450322503)	(8, 0.0)	(9, 0.16215173026391122)	(10, 0.08859593633666767)	(15, 0.1194116430105592)	(20, 0.04839450037814972)	(25, 0.14225689638300706)	(30, 0.12346230349479838)	(35, 0.13125459985957694)	(40, 0.04330483680433359)	(45, 0.1836253680100293)	(50, 0.011763951039480108)	(55, 0.05110047811281406)	(60, 0.16216035228750972)	(65, 0.060779561139911155)	(70, 0.1092795374241897)	(75, 0.002036592025631403)	(80, 0.026430406811216868)	(85, 0.036946912501205714)	(90, 0.00033829265204563246)	(95, 0.028021016607030918)	(100, 0.009338224845190994)	(105, 0.051356641257424326)	(110, 0.017687855166316088)	(115, 0.12592706143242785)	(120, 0.17691771910179932)	(125, 0.07012750782175979)	(130, 0.010249000490794306)	(135, 0.06846339866715655)	(140, 0.13663220877764226)	(145, 0.025240329351324205)	(150, 0.08594659359829523)
trimmed_fastp | fastqc_results | RNP_Cas3_S67_L002_R2_filtered	(1, 0.058582559597152584)	(2, 0.02770391396727816)	(3, 0.0)	(4, 0.0006038737668628347)	(5, 0.17230021165293563)	(6, 0.004846299610682298)	(7, 4.933053306766819e-05)	(8, 0.0006826892162468104)	(9, 0.0018513125340912258)	(10, 0.0009076818084450946)	(15, 0.00220921405676148)	(20, 0.03445278450503235)	(25, 0.018384752551412024)	(30, 0.09429741192404717)	(35, 0.001155808719599251)	(40, 0.015915957827542748)	(45, 0.04306771003503591)	(50, 0.0019357868186706782)	(55, 0.028808057842831802)	(60, 0.0011088410440729703)	(65, 0.02667761356175097)	(70, 0.10154842734177932)	(75, 0.11010839199911619)	(80, 0.05133441857811911)	(85, 0.028174606538187597)	(90, 0.06884155478993552)	(95, 0.0013589998947324303)	(100, 0.0023006062894361345)	(105, 0.012010779279424351)	(110, 0.053109360616210084)	(115, 0.026039162849784286)	(120, 0.027072291278314765)	(125, 0.00882717379735296)	(130, 0.05106012308327455)	(135, 0.018200968671662394)	(140, 0.05096901538281997)	(145, 0.02735680811953845)	(150, 0.00022115396792312287)
trimmed_fastp | fastqc_results | RNP_Cas4_S68_L002_R1_filtered	(1, 0.0017900344949192371)	(2, 0.006858906413011176)	(3, 0.02048870507757974)	(4, 0.04380563986441034)	(5, 0.0)	(6, 1.239636076813876e-06)	(7, 0.19371359099743554)	(8, 0.0)	(9, 0.16141425319801161)	(10, 0.08863707858238416)	(15, 0.11939269757535179)	(20, 0.04859869275541119)	(25, 0.14269909545552947)	(30, 0.12418760992046786)	(35, 0.13184905672960834)	(40, 0.04354556421549479)	(45, 0.184367478759905)	(50, 0.011835937019832208)	(55, 0.050940349984000856)	(60, 0.16231697339989476)	(65, 0.06077844795820965)	(70, 0.10885318924807108)	(75, 0.002030681500361906)	(80, 0.02646002617833041)	(85, 0.036830925866424745)	(90, 0.00033195487971304734)	(95, 0.028068047298156727)	(100, 0.009247738281522396)	(105, 0.05136180519988765)	(110, 0.017732964462972917)	(115, 0.12615687626731614)	(120, 0.1773941369864133)	(125, 0.07042441914751764)	(130, 0.010316366432769977)	(135, 0.06835823331537197)	(140, 0.13663024070105684)	(145, 0.02582399907465361)	(150, 0.08572084438236326)
trimmed_fastp | fastqc_results | RNP_Cas4_S68_L002_R2_filtered	(1, 0.05796972167808569)	(2, 0.027121377906572385)	(3, 6.19818038406938e-07)	(4, 0.0005875875004097772)	(5, 0.17284369782623554)	(6, 0.004828382519190047)	(7, 4.524671680370647e-05)	(8, 0.0006966754751693983)	(9, 0.0018036704917641895)	(10, 0.0008828688139068425)	(15, 0.0021375044872501666)	(20, 0.03420031972321803)	(25, 0.018247814941523298)	(30, 0.09422523405305344)	(35, 0.0011355066463615104)	(40, 0.016200927851488228)	(45, 0.043158425868705816)	(50, 0.0018873043170995875)	(55, 0.02856016013928488)	(60, 0.0010745089115305854)	(65, 0.026849922043017532)	(70, 0.10115762666537466)	(75, 0.11092097114334654)	(80, 0.051914189447190756)	(85, 0.02805614454212532)	(90, 0.06905932199900043)	(95, 0.0013528569745933573)	(100, 0.002248282820617866)	(105, 0.012046597771075924)	(110, 0.05309460515814478)	(115, 0.026139647823137508)	(120, 0.02677196416570499)	(125, 0.00897722555016195)	(130, 0.051310075119085786)	(135, 0.017959772744270654)	(140, 0.05073248448117778)	(145, 0.0272678323417787)	(150, 0.00021158362879602658)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R1_paired	(1, 0.0)	(2, 0.008386883230112633)	(3, 0.02097972128382638)	(4, 0.044779843936021406)	(5, 0.0)	(6, 0.0004489587550616403)	(7, 0.19596139606910065)	(8, 0.0)	(9, 0.16311156932205673)	(10, 0.09016290036152934)	(15, 0.12085742173376723)	(20, 0.05040274899265827)	(25, 0.14676294860184425)	(30, 0.12722687239594915)	(35, 0.13451850860906853)	(40, 0.04573873489869022)	(45, 0.187286178179065)	(50, 0.014497628456349578)	(55, 0.05333929441306279)	(60, 0.16525937067095195)	(65, 0.06311552901039087)	(70, 0.11099152734694888)	(75, 0.00429232180996799)	(80, 0.027469269349651958)	(85, 0.03913840125437294)	(90, 0.002489965011043988)	(95, 0.03070879753417062)	(100, 0.010757586167278784)	(105, 0.054655596991861295)	(110, 0.020915193217991363)	(115, 0.12781890995197895)	(120, 0.17816291348086755)	(125, 0.07464285520009142)	(130, 0.012043475635083772)	(135, 0.06890761256662085)	(140, 0.13681720665993094)	(145, 0.02832438097519866)	(150, 0.0855221704012806)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R1_unpaired	(1, 0.0)	(2, 0.005114762483217185)	(3, 0.015269070354310127)	(4, 0.03286987066420456)	(5, 0.0)	(6, 0.0009026051440971505)	(7, 0.13614294256798684)	(8, 0.0)	(9, 0.1192943132115067)	(10, 0.06589017551909199)	(15, 0.09570623211243452)	(20, 0.03810498049996803)	(25, 0.16803499099275282)	(30, 0.1760380899370809)	(35, 0.1352704242620263)	(40, 0.048409722561743834)	(45, 0.17239758252255574)	(50, 0.01825557134951289)	(55, 0.04692437535649767)	(60, 0.15198652659980413)	(65, 0.06067136846377132)	(70, 0.10459330536727064)	(75, 0.006017491052355982)	(80, 0.025162677027116144)	(85, 0.03994664315902442)	(90, 0.005038171462301638)	(95, 0.028269696505901526)	(100, 0.012263840708533506)	(105, 0.04940974688168398)	(110, 0.022171307854875005)	(115, 0.11173362891248513)	(120, 0.18550519473812102)	(125, 0.0705210565342667)	(130, 0.01555146755615803)	(135, 0.0656904073892048)	(140, 0.1361651378025557)	(145, 0.0316652184734151)	(150, 0.07654505369786052)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R2_paired	(1, 0.0)	(2, 0.03260259608124985)	(3, 0.0019581275431911405)	(4, 0.0005172126198514166)	(5, 0.17215217290160034)	(6, 0.005060644886024198)	(7, 0.0018959406886048995)	(8, 0.005291191273758554)	(9, 0.002838602398979256)	(10, 0.0019394714868152681)	(15, 0.0066743179249096)	(20, 0.03466189101958495)	(25, 0.019820770659695976)	(30, 0.0969371722795422)	(35, 0.002435146220444133)	(40, 0.01837697390650957)	(45, 0.045273091865568854)	(50, 0.0035802759284173655)	(55, 0.0304949266538809)	(60, 0.0025173748655695468)	(65, 0.028487281682366236)	(70, 0.10185267152296568)	(75, 0.11320349245869947)	(80, 0.053756174526313816)	(85, 0.03152429682227378)	(90, 0.07032651128139278)	(95, 0.0038721108527943696)	(100, 0.004645714335482697)	(105, 0.014302417190846427)	(110, 0.05523117787367119)	(115, 0.026150531004612905)	(120, 0.027457334744259862)	(125, 0.0106615142156681)	(130, 0.0528181598592982)	(135, 0.019589980117450057)	(140, 0.05252071864978333)	(145, 0.02844997454952923)	(150, 5.30461202120333e-05)
trimmed_trimmomatic | fastqc_results | Control_MNP_III_S56_L002_R2_unpaired	(1, 0.0)	(2, 0.027118261041510716)	(3, 0.04717447493679468)	(4, 0.13417889577830822)	(5, 0.29858335334246694)	(6, 0.011581757319811866)	(7, 0.0016948913150944198)	(8, 0.010734311662264658)	(9, 0.028813152356605132)	(10, 0.03915198937868109)	(15, 0.09830369627547633)	(20, 0.043728195929436026)	(25, 0.0193782573692462)	(30, 0.10056355136226891)	(35, 0.036892134291888534)	(40, 0.07124193161113544)	(45, 0.04683549667377579)	(50, 0.058925336355963746)	(55, 0.047014136825102755)	(60, 0.044951496268076964)	(65, 0.031191779367331772)	(70, 0.10665345961756766)	(75, 0.13878883567924413)	(80, 0.09805090697088947)	(85, 0.10297068179886137)	(90, 0.06801655695140861)	(95, 0.015782538880055326)	(100, 0.03483443708609271)	(105, 0.07394299691502315)	(110, 0.056403068651946345)	(115, 0.03298446445410712)	(120, 0.02806392769183872)	(125, 0.02184645085909598)	(130, 0.09451882447057829)	(135, 0.026548307242919143)	(140, 0.07185988472237292)	(145, 0.031937889515226386)	(150, 0.0017453970002443554)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R1_paired	(1, 0.0)	(2, 0.008231527938818105)	(3, 0.019725203418540227)	(4, 0.043930306439095276)	(5, 0.0)	(6, 0.0004268082142525193)	(7, 0.19532663727835606)	(8, 0.0)	(9, 0.16408395866554432)	(10, 0.08980790552262222)	(15, 0.12012683788139003)	(20, 0.050062699554656566)	(25, 0.14431940638561574)	(30, 0.12489804598948948)	(35, 0.1331855825898805)	(40, 0.045285620850301606)	(45, 0.18560715118590962)	(50, 0.014312122779646224)	(55, 0.052851055202779176)	(60, 0.1646370913414044)	(65, 0.06307438259457693)	(70, 0.11061341883462773)	(75, 0.004303756491248712)	(80, 0.027150381014057597)	(85, 0.03893157348968508)	(90, 0.002435803639911982)	(95, 0.03051793580865056)	(100, 0.010652303751875805)	(105, 0.054442188787373016)	(110, 0.020758421503712828)	(115, 0.12750340434270516)	(120, 0.17664509663976216)	(125, 0.07417913122515464)	(130, 0.01184523816393582)	(135, 0.0686708822197375)	(140, 0.1366861848471884)	(145, 0.028119385508232148)	(150, 0.08573359329005718)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R1_unpaired	(1, 0.0)	(2, 0.006566827101866478)	(3, 0.014418468201924224)	(4, 0.03504687072843957)	(5, 0.0)	(6, 0.0011420568872811266)	(7, 0.1394023188037525)	(8, 0.0)	(9, 0.1201301088308835)	(10, 0.06735280492740445)	(15, 0.09724614395198793)	(20, 0.0370026431479085)	(25, 0.1648273602568486)	(30, 0.17089453747052957)	(35, 0.13544794683154163)	(40, 0.04698136520052735)	(45, 0.1764906162182071)	(50, 0.018660593613261348)	(55, 0.047764498443094466)	(60, 0.15413287870442452)	(65, 0.06214583950269171)	(70, 0.10807194503769653)	(75, 0.006251056833349523)	(80, 0.024901368533307884)	(85, 0.04178888674131995)	(90, 0.0050365995451751595)	(95, 0.030680017739244815)	(100, 0.011831876937314778)	(105, 0.0525687618597639)	(110, 0.02267052505187217)	(115, 0.11563717568558186)	(120, 0.18569874875852505)	(125, 0.07399202651178437)	(130, 0.015691520148169106)	(135, 0.06510408246409333)	(140, 0.1355833326965247)	(145, 0.030372701009790087)	(150, 0.074216010793506)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R2_paired	(1, 0.0)	(2, 0.03151478868249318)	(3, 0.002093581556528622)	(4, 0.0005164538057219147)	(5, 0.17190454486647613)	(6, 0.004882114777899636)	(7, 0.0018619310015811578)	(8, 0.005217690753046133)	(9, 0.0028853187272052283)	(10, 0.0019109584135529154)	(15, 0.006637581723063158)	(20, 0.035012870726963546)	(25, 0.019765980262801526)	(30, 0.09658828553298175)	(35, 0.0024040884990164215)	(40, 0.017555462775453532)	(45, 0.0451977205712325)	(50, 0.0035334601031447536)	(55, 0.0304207901892445)	(60, 0.002500640970034074)	(65, 0.028129674177888458)	(70, 0.10186078563697402)	(75, 0.11225176983698656)	(80, 0.053062570014043374)	(85, 0.031182439932095515)	(90, 0.06992496761442103)	(95, 0.003841784704002562)	(100, 0.004619587790147749)	(105, 0.014334974591408959)	(110, 0.05525446747364466)	(115, 0.02599488181773647)	(120, 0.02776183521191773)	(125, 0.010521337563581994)	(130, 0.05291243653322364)	(135, 0.01975507068137355)	(140, 0.052120583837831184)	(145, 0.028688653493827373)	(150, 6.132697292490191e-05)
trimmed_trimmomatic | fastqc_results | Control_MNP_II_S55_L002_R2_unpaired	(1, 0.0)	(2, 0.03219265144651208)	(3, 0.054096929750324416)	(4, 0.1443691070023995)	(5, 0.3036729492119438)	(6, 0.013939086193335126)	(7, 0.001327532018412869)	(8, 0.009624607133493302)	(9, 0.03418394947413138)	(10, 0.04281290759381503)	(15, 0.10699908068407724)	(20, 0.04593260783708527)	(25, 0.01984660367527239)	(30, 0.10427764004633086)	(35, 0.040489726561592505)	(40, 0.07885540189372442)	(45, 0.046463620644450414)	(50, 0.06693996577283833)	(55, 0.04764999808028785)	(60, 0.04936186659272889)	(65, 0.03246227419991196)	(70, 0.10635046580052138)	(75, 0.14285809159004154)	(80, 0.10404587906408147)	(85, 0.11059678205901431)	(90, 0.06781732890557765)	(95, 0.018088667216083945)	(100, 0.03653964077508233)	(105, 0.08155486221941054)	(110, 0.05826954797862857)	(115, 0.03391517610148728)	(120, 0.029086918654135055)	(125, 0.023133185347757754)	(130, 0.10145360565439264)	(135, 0.028652146736511962)	(140, 0.07113527069295744)	(145, 0.03117421422258215)	(150, 0.0016322304895991942)
