Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R1_paired	(1, 0.0)	(2, 0.008297102866298344)	(3, 0.02065952755966593)	(4, 0.04460379636899127)	(5, 0.0)	(6, 0.00037493725457366883)	(7, 0.19512494299176011)	(8, 0.0)	(9, 0.162892459914844)	(10, 0.08987682341521941)	(15, 0.12148500364109326)	(20, 0.05022607746785479)	(25, 0.1450018116580275)	(30, 0.1262638375280516)	(35, 0.1334141495501884)	(40, 0.0453680542469563)	(45, 0.18577381392963008)	(50, 0.014490828005618055)	(55, 0.05300142387028541)	(60, 0.1640869763174476)	(65, 0.06324520931010165)	(70, 0.11058815496457174)	(75, 0.004327435759038644)	(80, 0.02699655522644554)	(85, 0.03888250058903779)	(90, 0.0025050248573031757)	(95, 0.030632264432950782)	(100, 0.010802058101679427)	(105, 0.05472172946045951)	(110, 0.020846657095985058)	(115, 0.12744915498439283)	(120, 0.1776141932751194)	(125, 0.0742752693086834)	(130, 0.011958234018529405)	(135, 0.06877131075971085)	(140, 0.136748577650294)	(145, 0.028177956411698582)	(150, 0.08537316022708556)
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R1_unpaired	(1, 0.0)	(2, 0.007281376665614912)	(3, 0.014014692721989994)	(4, 0.03570223397333763)	(5, 0.0)	(6, 0.0009395324729825693)	(7, 0.1379546847829406)	(8, 0.0)	(9, 0.11720667600457553)	(10, 0.06644060471441736)	(15, 0.09861959191407037)	(20, 0.039115868625174306)	(25, 0.16859910227672206)	(30, 0.1796699265833667)	(35, 0.13787639041019206)	(40, 0.04796313274576016)	(45, 0.17431459148736603)	(50, 0.019012148275256907)	(55, 0.04795234128339087)	(60, 0.15105046838163194)	(65, 0.06224565876223486)	(70, 0.10782115288862938)	(75, 0.006163478522254936)	(80, 0.025644875609065795)	(85, 0.04103253384598341)	(90, 0.005258369655971165)	(95, 0.0310568387668093)	(100, 0.011498600861181988)	(105, 0.05157872342401546)	(110, 0.022851587250476247)	(115, 0.11253894338862461)	(120, 0.18785441975367548)	(125, 0.07300835553798209)	(130, 0.016371133962041696)	(135, 0.0633158614895427)	(140, 0.1341005186154301)	(145, 0.0310400570399464)	(150, 0.0759331166016676)
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R2_paired	(1, 0.0)	(2, 0.03252580683426577)	(3, 0.0020241763420410356)	(4, 0.0004937212554838614)	(5, 0.17141016163997555)	(6, 0.004972766949668876)	(7, 0.0019264017562578158)	(8, 0.005271747088014258)	(9, 0.002804756919450872)	(10, 0.001933189413452684)	(15, 0.006710083969783936)	(20, 0.035087177760014944)	(25, 0.019744971558100247)	(30, 0.09634206689333133)	(35, 0.0024251329491950325)	(40, 0.018653774858582394)	(45, 0.04538502338994347)	(50, 0.0036097119615549024)	(55, 0.03049354993616403)	(60, 0.0025260427725523017)	(65, 0.028093548670865824)	(70, 0.10187897981027419)	(75, 0.11222126038457841)	(80, 0.05339127107653472)	(85, 0.03125569364855148)	(90, 0.06983998783339274)	(95, 0.003900366678431161)	(100, 0.0046792987893273545)	(105, 0.014283180941335693)	(110, 0.05556538114190917)	(115, 0.026199912196550244)	(120, 0.027841609755575675)	(125, 0.010450592661279057)	(130, 0.0529917422155808)	(135, 0.019643848002271414)	(140, 0.052215634726180446)	(145, 0.028507689697395283)	(150, 5.5728697595134516e-05)
trimmed_trimmomatic | fastqc_results | Control_MNP_I_S54_L002_R2_unpaired	(1, 0.0)	(2, 0.02540166380897949)	(3, 0.05524861878453039)	(4, 0.15050485806820346)	(5, 0.3057725281005906)	(6, 0.008573061535530576)	(7, 0.0022226455832857054)	(8, 0.01143074871404077)	(9, 0.024131580618530515)	(10, 0.04540547405855083)	(15, 0.10929065853813424)	(20, 0.04553248237759573)	(25, 0.02032133104718359)	(30, 0.10611545056201181)	(35, 0.04172223280624881)	(40, 0.08134882834825681)	(45, 0.04762811964183654)	(50, 0.06880720720258982)	(55, 0.048634853057940935)	(60, 0.05205132260408764)	(65, 0.028862694390246718)	(70, 0.10015115853700624)	(75, 0.13722612594807274)	(80, 0.10195317832279202)	(85, 0.1149162768279073)	(90, 0.06910426425120385)	(95, 0.017366281480080136)	(100, 0.03508202386624847)	(105, 0.08014142426219187)	(110, 0.05503493072411119)	(115, 0.03613122054667233)	(120, 0.028772096070654264)	(125, 0.023538332727761017)	(130, 0.10477320550949062)	(135, 0.02917695987362024)	(140, 0.06990736257180967)	(145, 0.02779330987073644)	(150, 0.001099360172379675)
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R1_paired	(1, 0.0)	(2, 0.008120220731787382)	(3, 0.02062084204163879)	(4, 0.04438256597025917)	(5, 0.0)	(6, 0.00040313152569157213)	(7, 0.1939257559314159)	(8, 0.0)	(9, 0.16215456169015416)	(10, 0.08803311597013071)	(15, 0.12040431168215798)	(20, 0.04921199304770889)	(25, 0.1433059035555226)	(30, 0.12462221924525096)	(35, 0.131676046341165)	(40, 0.04495864535048919)	(45, 0.1835862740006126)	(50, 0.014177475109065118)	(55, 0.05235149217490029)	(60, 0.16318062044524284)	(65, 0.06297354571225681)	(70, 0.11003540743378863)	(75, 0.004212147630063319)	(80, 0.026961835017560748)	(85, 0.038758892805855594)	(90, 0.0024349586778695215)	(95, 0.030145874803482284)	(100, 0.010807706287045258)	(105, 0.05425462546207845)	(110, 0.020514685450489074)	(115, 0.12656196379195592)	(120, 0.1766605641096861)	(125, 0.07377976552258558)	(130, 0.01159150081699965)	(135, 0.06857572323541572)	(140, 0.1365972658449055)	(145, 0.02738386443445575)	(150, 0.08561902379127762)
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R1_unpaired	(1, 0.0)	(2, 0.006666417056530304)	(3, 0.013606796457849523)	(4, 0.03598038794894438)	(5, 0.0)	(6, 0.0007305662527704442)	(7, 0.13871626724478808)	(8, 0.0)	(9, 0.11049814573152969)	(10, 0.06660937809634525)	(15, 0.094151725825791)	(20, 0.03439140634916866)	(25, 0.16790238904296734)	(30, 0.17560986300969553)	(35, 0.13698117239445828)	(40, 0.048016466963337445)	(45, 0.16941831401746602)	(50, 0.018437849952226703)	(55, 0.04752970745854647)	(60, 0.1490333647578006)	(65, 0.05989409299481644)	(70, 0.1100746739853346)	(75, 0.0061578708206106066)	(80, 0.02499540096302374)	(85, 0.04007452055310688)	(90, 0.004905261209115241)	(95, 0.031185952969988752)	(100, 0.011320632012418974)	(105, 0.051716584222721775)	(110, 0.02333132187207595)	(115, 0.11155648046582672)	(120, 0.18412205417103775)	(125, 0.07088227325625762)	(130, 0.014922880312639573)	(135, 0.06329739178936988)	(140, 0.13212128869985615)	(145, 0.030332675378256575)	(150, 0.07714219224796488)
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R2_paired	(1, 0.0)	(2, 0.03238962458177319)	(3, 0.001986419517803307)	(4, 0.0005236279817224597)	(5, 0.1707346181622359)	(6, 0.004998830918575494)	(7, 0.0019004771925459829)	(8, 0.005209699716629547)	(9, 0.002794454575892788)	(10, 0.001914476045526042)	(15, 0.0066203942555441)	(20, 0.03516494148523754)	(25, 0.019889534873933686)	(30, 0.0959096857797968)	(35, 0.00235180730064991)	(40, 0.018022194206796193)	(45, 0.045308439474320034)	(50, 0.003531798996084629)	(55, 0.03053663669488409)	(60, 0.0024588472581157108)	(65, 0.02743970002789847)	(70, 0.10165991813089598)	(75, 0.11033774086113687)	(80, 0.051966513328096826)	(85, 0.030847127775303754)	(90, 0.06943879712449144)	(95, 0.0038389839717599024)	(100, 0.004532291960137396)	(105, 0.013979289572757915)	(110, 0.055321200744663845)	(115, 0.02615330419715585)	(120, 0.02848438065606534)	(125, 0.010213131679706274)	(130, 0.05302458235234643)	(135, 0.0198128271055954)	(140, 0.052125115282677506)	(145, 0.02886800368722703)	(150, 5.474344641226302e-05)
trimmed_trimmomatic | fastqc_results | Only_MNP_C1_S57_L002_R2_unpaired	(1, 0.0)	(2, 0.03071730323760376)	(3, 0.05131596540870275)	(4, 0.15105685592139262)	(5, 0.29994543161424847)	(6, 0.011564161218862593)	(7, 0.002529660266626192)	(8, 0.009395880990325857)	(9, 0.026019362742440832)	(10, 0.04372698460882418)	(15, 0.10610117918306429)	(20, 0.04611209286021459)	(25, 0.02103231821680634)	(30, 0.10443883100785278)	(35, 0.04126960034981588)	(40, 0.07820264024255828)	(45, 0.04820809708113343)	(50, 0.06694524054343783)	(55, 0.04283988982325379)	(60, 0.0490643966408357)	(65, 0.030841175674892266)	(70, 0.10458763319993367)	(75, 0.1393397513100489)	(80, 0.0993514647059585)	(85, 0.11028432035750159)	(90, 0.06803936147676153)	(95, 0.014804558794707033)	(100, 0.032524810811179)	(105, 0.07881584999664064)	(110, 0.0585532638652299)	(115, 0.03127530105780997)	(120, 0.032860229148893354)	(125, 0.022855497466999)	(130, 0.10289833335605823)	(135, 0.02469503014813346)	(140, 0.07296508986666024)	(145, 0.03017722088413634)	(150, 0.0012544155427103403)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R1_paired	(1, 0.0)	(2, 0.008094451607757647)	(3, 0.02101998564383416)	(4, 0.044625410413537334)	(5, 0.0)	(6, 0.00038881282484148406)	(7, 0.19657977641600977)	(8, 0.0)	(9, 0.16487325366547476)	(10, 0.0906237953448803)	(15, 0.1211027329886081)	(20, 0.05053021441199537)	(25, 0.14753868189129193)	(30, 0.1280442050273166)	(35, 0.13514917784365071)	(40, 0.046013671589413656)	(45, 0.18765685440455143)	(50, 0.014492470906760188)	(55, 0.053661539171241744)	(60, 0.16636427461778938)	(65, 0.06341799463216766)	(70, 0.11065546200279827)	(75, 0.0042373399879966425)	(80, 0.02754553419102691)	(85, 0.0393658014058633)	(90, 0.002452203162322917)	(95, 0.030778761020560232)	(100, 0.01077071136488075)	(105, 0.05511559738394595)	(110, 0.02089207135999127)	(115, 0.1288727159663368)	(120, 0.1788834407891916)	(125, 0.07478439245846269)	(130, 0.01202064551540479)	(135, 0.06888236791765238)	(140, 0.1372623945371206)	(145, 0.02832482230769747)	(150, 0.08637886684986845)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R1_unpaired	(1, 0.0)	(2, 0.006708917095738137)	(3, 0.01436275209228446)	(4, 0.03430051979933724)	(5, 0.0)	(6, 0.0006614425305657318)	(7, 0.13786352172791466)	(8, 0.0)	(9, 0.10753165711197184)	(10, 0.06499145321758719)	(15, 0.09475636709304512)	(20, 0.03668171290937387)	(25, 0.1626770658031377)	(30, 0.17902414548711937)	(35, 0.14156759989908277)	(40, 0.0493436127802036)	(45, 0.1740538773288683)	(50, 0.020231924342861397)	(55, 0.047990194144772985)	(60, 0.15088918441132568)	(65, 0.06196540304414897)	(70, 0.1097882904841582)	(75, 0.0060572338162686035)	(80, 0.026936694501928125)	(85, 0.040531165329432066)	(90, 0.004963261524589859)	(95, 0.031426559342290286)	(100, 0.01261341032558996)	(105, 0.05013816603658434)	(110, 0.021828796026561074)	(115, 0.11520943167437062)	(120, 0.19177988875464777)	(125, 0.0741092844225169)	(130, 0.016681874021480445)	(135, 0.06264539515350227)	(140, 0.13480986698432493)	(145, 0.03124644543583846)	(150, 0.07900825157927929)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R2_paired	(1, 0.0)	(2, 0.03214850655997022)	(3, 0.001967326429967167)	(4, 0.000521740286325752)	(5, 0.1745420648951867)	(6, 0.0048584987172499965)	(7, 0.0019016934958593096)	(8, 0.005155923912321047)	(9, 0.002657718433051084)	(10, 0.0019360884765183637)	(15, 0.006576586156934161)	(20, 0.03464970290712358)	(25, 0.02011059564795491)	(30, 0.09729957861994709)	(35, 0.0023926943067168246)	(40, 0.01820441585027051)	(45, 0.04507138204681705)	(50, 0.003568646543580925)	(55, 0.030515912500978855)	(60, 0.0024672952821150457)	(65, 0.02849905380743262)	(70, 0.10262012735637335)	(75, 0.11367589063417505)	(80, 0.05402577039280114)	(85, 0.03168464172673649)	(90, 0.07084551437743107)	(95, 0.003823767308076602)	(100, 0.004498547472765049)	(105, 0.014219215573106523)	(110, 0.05574259970775641)	(115, 0.026128596925096514)	(120, 0.027510242186015634)	(125, 0.01058920628281904)	(130, 0.0526240223076519)	(135, 0.019802627706366153)	(140, 0.05262044573159728)	(145, 0.02865320476649592)	(150, 5.471521276769231e-05)
trimmed_trimmomatic | fastqc_results | Only_MNP_C2_S58_L002_R2_unpaired	(1, 0.0)	(2, 0.03733744045178303)	(3, 0.058006380701877205)	(4, 0.1670183720209223)	(5, 0.3323698940216757)	(6, 0.012668060153283528)	(7, 0.002333590028236439)	(8, 0.01133458013714842)	(9, 0.025669490310600833)	(10, 0.04780525857844363)	(15, 0.11687952341424222)	(20, 0.049405434597805754)	(25, 0.021068984254934708)	(30, 0.11061216733840723)	(35, 0.043404774525197774)	(40, 0.08620948304313475)	(45, 0.05040554460990709)	(50, 0.07306125304758265)	(55, 0.04874383225521693)	(60, 0.05570530350971475)	(65, 0.033662501617015075)	(70, 0.1120522726396854)	(75, 0.14637936331623852)	(80, 0.10635220191778727)	(85, 0.12074660765863286)	(90, 0.06661045206550156)	(95, 0.018330904813461592)	(100, 0.03940966065833878)	(105, 0.08656112550244217)	(110, 0.06233174068055589)	(115, 0.032370025356519866)	(120, 0.031564430687567493)	(125, 0.02396537629398419)	(130, 0.10605133829701967)	(135, 0.02983680122211538)	(140, 0.07931463884712167)	(145, 0.03220667983948887)	(150, 0.002334746633295355)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R1_paired	(1, 0.0)	(2, 0.008208232718321624)	(3, 0.020415851553784007)	(4, 0.04447435183782797)	(5, 0.0)	(6, 0.0004532855787430402)	(7, 0.1940111369321159)	(8, 0.0)	(9, 0.16017263209443375)	(10, 0.08734338543469232)	(15, 0.12041130478851131)	(20, 0.04877369191375428)	(25, 0.14159790546716164)	(30, 0.12352932046265205)	(35, 0.1310517337367455)	(40, 0.04450118896234561)	(45, 0.18274134468574246)	(50, 0.014114702104193924)	(55, 0.052183646059453595)	(60, 0.1616238019950089)	(65, 0.06305411350244704)	(70, 0.11041535258387464)	(75, 0.004292100836366274)	(80, 0.026738875894549652)	(85, 0.03829903284755054)	(90, 0.002470006491251409)	(95, 0.02998118109263688)	(100, 0.010899522580911529)	(105, 0.053616133717698716)	(110, 0.02043519507407385)	(115, 0.12534006491739366)	(120, 0.17593664430282743)	(125, 0.07382871950803348)	(130, 0.011562405852945604)	(135, 0.0685606472205167)	(140, 0.1361107309792983)	(145, 0.026975302240672627)	(150, 0.08428045062183809)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R1_unpaired	(1, 0.0)	(2, 0.006324924746758031)	(3, 0.013451600517752994)	(4, 0.03394079335936352)	(5, 0.0)	(6, 0.0010690013656492446)	(7, 0.12640941148802318)	(8, 0.0)	(9, 0.11135430892179632)	(10, 0.06089744446315197)	(15, 0.09006336505594886)	(20, 0.03504542810386774)	(25, 0.16140138952360847)	(30, 0.17374835529685723)	(35, 0.13585225688459152)	(40, 0.04796252793879611)	(45, 0.1671383635192594)	(50, 0.01910644852486399)	(55, 0.046949207845412025)	(60, 0.1449492558372709)	(65, 0.06217454353089826)	(70, 0.11116269506653924)	(75, 0.005752896081691125)	(80, 0.024654097850987655)	(85, 0.042151035946472806)	(90, 0.005789158460340282)	(95, 0.032922220128813816)	(100, 0.012771510569658721)	(105, 0.04955623199955915)	(110, 0.022170717733888044)	(115, 0.11149902357557977)	(120, 0.18461611127782931)	(125, 0.06930697740149497)	(130, 0.01592556009017461)	(135, 0.06700880951633241)	(140, 0.13306834150438013)	(145, 0.0300226488499933)	(150, 0.07478945685198017)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R2_paired	(1, 0.0)	(2, 0.03235919016914891)	(3, 0.0020070569037124145)	(4, 0.0005138327499108832)	(5, 0.16993872716280367)	(6, 0.00513750929409305)	(7, 0.0019105087118501786)	(8, 0.005362515673433006)	(9, 0.0027933519238785907)	(10, 0.0019185271210048391)	(15, 0.00670306277128968)	(20, 0.03572921298815042)	(25, 0.019687321807732017)	(30, 0.0951871896389848)	(35, 0.0024650880715469886)	(40, 0.017928017382798287)	(45, 0.04556616461088702)	(50, 0.0035394694026005665)	(55, 0.03090021507358152)	(60, 0.002505380791213677)	(65, 0.0274012288221228)	(70, 0.10147629600200166)	(75, 0.10930592555810734)	(80, 0.051736028181004375)	(85, 0.030738496943135737)	(90, 0.0690795838162891)	(95, 0.0038964811571908387)	(100, 0.004586759511634324)	(105, 0.013942810521663367)	(110, 0.05535349995861299)	(115, 0.026234443284264667)	(120, 0.029012837952524555)	(125, 0.010202156586296593)	(130, 0.052959882702006335)	(135, 0.019974713273730148)	(140, 0.052207368145730265)	(145, 0.028930690021136345)	(150, 5.898140777110549e-05)
trimmed_trimmomatic | fastqc_results | Only_MNP_C3_S59_L002_R2_unpaired	(1, 0.0)	(2, 0.030952981747834132)	(3, 0.057195727142736984)	(4, 0.15577424510051308)	(5, 0.30885692657077973)	(6, 0.01278492724367062)	(7, 0.0003364454537808058)	(8, 0.009084027252081756)	(9, 0.02792497266380688)	(10, 0.044410799899066364)	(15, 0.11230549247203296)	(20, 0.04777525443687442)	(25, 0.020052149045336025)	(30, 0.10409622339978132)	(35, 0.04225754899486921)	(40, 0.08202540163176045)	(45, 0.05093784170241399)	(50, 0.06956810030850463)	(55, 0.04613879438774376)	(60, 0.05153586811354621)	(65, 0.02918425668276135)	(70, 0.11063955544217963)	(75, 0.13893349865921706)	(80, 0.1008835458254601)	(85, 0.11653829005427178)	(90, 0.06351477517328233)	(95, 0.01602349059507929)	(100, 0.03667719038338451)	(105, 0.08234740249760157)	(110, 0.05361206148607724)	(115, 0.03493736111985005)	(120, 0.03281564971637903)	(125, 0.02233670724783846)	(130, 0.10175436496297936)	(135, 0.030243355318812493)	(140, 0.07487041658667691)	(145, 0.034216917620125194)	(150, 0.00236238515855148)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R1_paired	(1, 0.0)	(2, 0.008263751931787246)	(3, 0.020720962673672776)	(4, 0.04395933215436029)	(5, 0.0)	(6, 0.0004194291010695642)	(7, 0.19371133304754454)	(8, 0.0)	(9, 0.16312546449276344)	(10, 0.08894559984586313)	(15, 0.12059618584490696)	(20, 0.04971865960845162)	(25, 0.14507253693422759)	(30, 0.1259320896350614)	(35, 0.1329951425449773)	(40, 0.04534244954717302)	(45, 0.18522738083769577)	(50, 0.014252792710102637)	(55, 0.05287000302988951)	(60, 0.16417046542360778)	(65, 0.06288033622583847)	(70, 0.1101928317661046)	(75, 0.004159292178859341)	(80, 0.027159720792884624)	(85, 0.03889692228328123)	(90, 0.0024237764709289272)	(95, 0.030592609908098433)	(100, 0.010752464549466332)	(105, 0.05454135249791199)	(110, 0.020502577310808432)	(115, 0.12680637643031648)	(120, 0.17801782093646407)	(125, 0.07411007373418659)	(130, 0.01174572917670577)	(135, 0.06891412996947612)	(140, 0.13680964064703252)	(145, 0.028211232123398062)	(150, 0.08591254024509168)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R1_unpaired	(1, 0.0)	(2, 0.00660029519820274)	(3, 0.01262306456656274)	(4, 0.03465154979056438)	(5, 0.0)	(6, 0.0005775258298427397)	(7, 0.12689067518544767)	(8, 0.0)	(9, 0.11047244087991837)	(10, 0.06280180881089906)	(15, 0.09078706045127868)	(20, 0.035839602926240874)	(25, 0.15051973199501348)	(30, 0.16076669029022322)	(35, 0.13784716521446422)	(40, 0.04879268225271375)	(45, 0.17243271205304658)	(50, 0.018438134173572814)	(55, 0.0461081716499175)	(60, 0.14853749460083518)	(65, 0.06265249242663122)	(70, 0.10870867029641312)	(75, 0.005843091646268329)	(80, 0.025382771487981137)	(85, 0.0426797392137954)	(90, 0.005205905219853455)	(95, 0.030541168518134543)	(100, 0.012180603337375908)	(105, 0.05060375386510517)	(110, 0.023471801536662566)	(115, 0.10895562249804917)	(120, 0.18532297644145312)	(125, 0.07070906031499874)	(130, 0.015508215067316894)	(135, 0.06419688015054331)	(140, 0.1328539519899031)	(145, 0.03142455113062268)	(150, 0.07257690930644362)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R2_paired	(1, 0.0)	(2, 0.032355127024769025)	(3, 0.00195983240678338)	(4, 0.0004976559572214273)	(5, 0.171955945031353)	(6, 0.005084745649871106)	(7, 0.0019515104008097778)	(8, 0.005230380754409149)	(9, 0.0027379399653152106)	(10, 0.0018992482032955543)	(15, 0.0065351048509505434)	(20, 0.03492479602929799)	(25, 0.01978839868427088)	(30, 0.0963611729288208)	(35, 0.002364947657578348)	(40, 0.018358345177767035)	(45, 0.045187160915705606)	(50, 0.003462814971802173)	(55, 0.03040103827676014)	(60, 0.0024412755581943225)	(65, 0.027937770938502825)	(70, 0.10158135547163809)	(75, 0.11167669305504763)	(80, 0.05300699978966734)	(85, 0.031041771839096614)	(90, 0.06965289468042846)	(95, 0.00379054059983017)	(100, 0.004495937410189359)	(105, 0.014069602744431494)	(110, 0.05557936974640667)	(115, 0.026225829493108765)	(120, 0.027808124543639134)	(125, 0.010458115202247641)	(130, 0.05268870607001467)	(135, 0.01969715771665027)	(140, 0.05228666543756836)	(145, 0.02873870555601351)	(150, 6.335383010952161e-05)
trimmed_trimmomatic | fastqc_results | Only_MNP_C4_S60_L002_R2_unpaired	(1, 0.0)	(2, 0.029214327219727054)	(3, 0.05232895974522538)	(4, 0.1351563929615944)	(5, 0.32264174566841414)	(6, 0.01284146251416574)	(7, 0.0025682925028331477)	(8, 0.008989023759916016)	(9, 0.029535363782581196)	(10, 0.04077164348247622)	(15, 0.10144755386190933)	(20, 0.04584402117557169)	(25, 0.02016109614724021)	(30, 0.10260328548818425)	(35, 0.03788231441678893)	(40, 0.07570042152100703)	(45, 0.05059536230581301)	(50, 0.06063703873579548)	(55, 0.047270274081523345)	(60, 0.04692914576800391)	(65, 0.02990512855767909)	(70, 0.1037392983895942)	(75, 0.13638845362757077)	(80, 0.0962887740694908)	(85, 0.10717839540718294)	(90, 0.06844550997454567)	(95, 0.01573382562725518)	(100, 0.03330240786270608)	(105, 0.07682141974579094)	(110, 0.058937128294247694)	(115, 0.032279219172756654)	(120, 0.028424271151667305)	(125, 0.02126621448542181)	(130, 0.09811847684444491)	(135, 0.027843314206068365)	(140, 0.07071077144211103)	(145, 0.03319420196790614)	(150, 0.0020191278713680935)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R1_paired	(1, 0.0)	(2, 0.008501462877801033)	(3, 0.020712493830918985)	(4, 0.044378619422871315)	(5, 0.0)	(6, 0.0004102042473031307)	(7, 0.19365750574203341)	(8, 0.0)	(9, 0.16084680727356118)	(10, 0.0873103219388506)	(15, 0.1204271020834048)	(20, 0.04894341097016875)	(25, 0.14150660380081073)	(30, 0.12321987575453304)	(35, 0.13035984736436962)	(40, 0.04459186115928862)	(45, 0.18243531685461475)	(50, 0.014201895752455684)	(55, 0.0521438469718633)	(60, 0.16159189949515249)	(65, 0.06322886193981185)	(70, 0.11068547732444173)	(75, 0.004315472831229468)	(80, 0.026705092722452497)	(85, 0.03849616958336446)	(90, 0.0024907553774412977)	(95, 0.029952224589283552)	(100, 0.010960792475048031)	(105, 0.053853833445926744)	(110, 0.020357265929719044)	(115, 0.12531088051399183)	(120, 0.17615569753076996)	(125, 0.0736239773923941)	(130, 0.011517245743652947)	(135, 0.068704858915455)	(140, 0.1368789622709197)	(145, 0.027109980067261584)	(150, 0.08453822106753264)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R1_unpaired	(1, 0.0)	(2, 0.006848707384307432)	(3, 0.014008719649719748)	(4, 0.033776579599879834)	(5, 0.0)	(6, 0.0007782622027622082)	(7, 0.13238240068985163)	(8, 0.0)	(9, 0.11168062609637687)	(10, 0.0638641963586668)	(15, 0.09476120580832646)	(20, 0.03611136620816646)	(25, 0.16690611200438318)	(30, 0.17669665051513175)	(35, 0.12933161285502376)	(40, 0.04811216937475971)	(45, 0.1726185565726578)	(50, 0.017072684923599733)	(55, 0.047411775378180025)	(60, 0.14916247641335398)	(65, 0.06282876218466656)	(70, 0.10714745661960763)	(75, 0.005912188238818246)	(80, 0.02501734326079794)	(85, 0.04069536176324543)	(90, 0.004824370230576321)	(95, 0.03061155728509349)	(100, 0.011339214037299023)	(105, 0.04903969089884465)	(110, 0.02188597648277491)	(115, 0.11191308721736723)	(120, 0.18883765481717393)	(125, 0.0684556987032046)	(130, 0.01583224634549334)	(135, 0.06395001434008978)	(140, 0.13181565645131266)	(145, 0.03248130787541501)	(150, 0.06978835593574553)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R2_paired	(1, 0.0)	(2, 0.032053150349680586)	(3, 0.0019897726652090956)	(4, 0.000494018081722631)	(5, 0.16889454718234126)	(6, 0.004920033260875468)	(7, 0.001916435560092033)	(8, 0.005377785741166584)	(9, 0.0028657884153436793)	(10, 0.00193335950742674)	(15, 0.0066952747460608045)	(20, 0.03600432792075679)	(25, 0.01994930439634911)	(30, 0.09492158518684607)	(35, 0.0024299564763622787)	(40, 0.017857504505779356)	(45, 0.045906448916068314)	(50, 0.0036054079888095925)	(55, 0.030989038976575657)	(60, 0.0025013609161472156)	(65, 0.027428620889523286)	(70, 0.10148585507022147)	(75, 0.10941475582396341)	(80, 0.05156356871020317)	(85, 0.030744817933349405)	(90, 0.0689301112599983)	(95, 0.003888427928708541)	(100, 0.004625607698415618)	(105, 0.014033715408191162)	(110, 0.05548476175140361)	(115, 0.026317943295214488)	(120, 0.029215672498074875)	(125, 0.010163064900748432)	(130, 0.0534405097622241)	(135, 0.020104420706938814)	(140, 0.05213768826207467)	(145, 0.029084675910424875)	(150, 5.310245822687863e-05)
trimmed_trimmomatic | fastqc_results | Plasmid_Ko_P1_S61_L002_R2_unpaired	(1, 0.0)	(2, 0.03434195768062609)	(3, 0.055766298252025864)	(4, 0.14997038399979834)	(5, 0.2904888530416262)	(6, 0.013862808605023376)	(7, 0.0015753191596617473)	(8, 0.012602553277293978)	(9, 0.030246127865505554)	(10, 0.04278566837641306)	(15, 0.10649157519313412)	(20, 0.04845681735119535)	(25, 0.02060517460837566)	(30, 0.10699567732422588)	(35, 0.03931996622515722)	(40, 0.07832486861838209)	(45, 0.04820476628564947)	(50, 0.06599682223393522)	(55, 0.047556709101717436)	(60, 0.05068994649394537)	(65, 0.02892184226067681)	(70, 0.10850566518839408)	(75, 0.14464577447092572)	(80, 0.09925852610266268)	(85, 0.11333739268186752)	(90, 0.06595125260271908)	(95, 0.014379316087446782)	(100, 0.03406990640054037)	(105, 0.08257532934419425)	(110, 0.058318911805555027)	(115, 0.03424134312052261)	(120, 0.028783207364777113)	(125, 0.023753620859285274)	(130, 0.10162110614138403)	(135, 0.028804193890630474)	(140, 0.07668984332321577)	(145, 0.03266884894577625)	(150, 0.001966143017243074)
